"N","Inc","E","Edec","f","Inc_unfl","Low_inc","Hign_inc","E_unfl","Edec_unfl","Edec_low","Edec_high"
227,35.1,1.31,-65,0.61,48.1,39.9,53.8,1.72,-19.8,-40.2,-5.7
